2026-03-25 00:09:06,1,Rahul Singh,IN,BCA
2026-03-25 00:09:18,1,Rahul Singh,OUT,BCA
2026-03-25 00:09:21,2,Rakesh Singh,IN,BCA
2026-03-25 00:09:22,2,Rakesh Singh,OUT,BCA
2026-03-25 00:09:26,2,Rakesh Singh,IN,BCA
2026-03-25 00:09:27,2,Rakesh Singh,OUT,BCA
2026-03-25 00:09:29,1,Rahul Singh,IN,BCA
2026-03-25 00:09:30,1,Rahul Singh,OUT,BCA
2026-03-25 00:09:33,2,Rakesh Singh,IN,BCA
2026-03-25 00:09:34,2,Rakesh Singh,OUT,BCA
2026-03-25 00:09:35,1,Rahul Singh,IN,BCA
2026-03-25 00:14:34,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:35,1,Rahul Singh,IN,BCA
2026-03-25 00:14:35,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:36,1,Rahul Singh,IN,BCA
2026-03-25 00:14:36,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:37,1,Rahul Singh,IN,BCA
2026-03-25 00:14:38,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:38,1,Rahul Singh,IN,BCA
2026-03-25 00:14:39,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:40,1,Rahul Singh,IN,BCA
2026-03-25 00:14:41,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:41,1,Rahul Singh,IN,BCA
2026-03-25 00:14:42,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:42,1,Rahul Singh,IN,BCA
2026-03-25 00:14:42,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:43,1,Rahul Singh,IN,BCA
2026-03-25 00:14:43,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:43,1,Rahul Singh,IN,BCA
2026-03-25 00:14:43,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:43,1,Rahul Singh,IN,BCA
2026-03-25 00:14:44,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:44,1,Rahul Singh,IN,BCA
2026-03-25 00:14:44,1,Rahul Singh,OUT,BCA
